"Year Month","State","Countym","Industry","Suspicious Activity","Product","Instrument","Count"
"2018 February","California","Fresno County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","4"
"2018 February","California","Fresno County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2018 February","California","Fresno County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","16"
"2018 February","California","Fresno County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2018 February","California","Fresno County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","39"
"2018 February","California","Fresno County, CA","[Total]","[Total]","Credit Card","U.S. Currency","52"
"2018 February","California","Humboldt County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2018 February","California","Humboldt County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","1"
"2018 February","California","Humboldt County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2018 February","California","Humboldt County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2018 February","California","Humboldt County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","5"
"2018 February","California","Humboldt County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","7"
"2018 February","California","Humboldt County, CA","[Total]","[Total]","Credit Card","U.S. Currency","8"
"2018 February","California","Imperial County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2018 February","California","Imperial County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 February","California","Imperial County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2018 February","California","Imperial County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","3"
"2018 February","California","Imperial County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2018 February","California","Imperial County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2018 February","California","Imperial County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","3"
"2018 February","California","Imperial County, CA","[Total]","[Total]","Credit Card","U.S. Currency","6"
"2018 February","California","Kern County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","2"
"2018 February","California","Kern County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2018 February","California","Kern County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2018 February","California","Kern County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","4"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","2"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","10"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","3"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","24"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","2"
"2018 February","California","Kern County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","45"
"2018 February","California","Kern County, CA","[Total]","[Total]","Credit Card","U.S. Currency","49"
"2018 February","California","Kings County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2018 February","California","Kings County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2018 February","California","Kings County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2018 February","California","Kings County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","5"
"2018 February","California","Kings County, CA","[Total]","[Total]","Credit Card","U.S. Currency","5"
"2018 February","California","Lake County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2018 February","California","Lake County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2018 February","California","Lake County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","3"
"2018 February","California","Lake County, CA","[Total]","[Total]","Credit Card","U.S. Currency","3"
"2018 February","California","Lassen County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2018 February","California","Lassen County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","1"
"2018 February","California","Lassen County, CA","[Total]","[Total]","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","13"
"2018 February","California","Los Angeles County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","12"
"2018 February","California","Los Angeles County, CA","Depository Institution","Check","Credit Card","U.S. Currency","28"
"2018 February","California","Los Angeles County, CA","Depository Institution","Counterfeit Instrument","Credit Card","U.S. Currency","2"
"2018 February","California","Los Angeles County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","58"
"2018 February","California","Los Angeles County, CA","Depository Institution","Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","2"
"2018 February","California","Los Angeles County, CA","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","Credit Card","U.S. Currency","2"
"2018 February","California","Los Angeles County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","13"
"2018 February","California","Los Angeles County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","2"
"2018 February","California","Los Angeles County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","11"
"2018 February","California","Los Angeles County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","22"
"2018 February","California","Los Angeles County, CA","Depository Institution","Other Identification Documentation","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","3"
"2018 February","California","Los Angeles County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","38"
"2018 February","California","Los Angeles County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","8"
"2018 February","California","Los Angeles County, CA","Depository Institution","Suspicion Concerning the Physical Condition of Funds","Credit Card","U.S. Currency","2"
"2018 February","California","Los Angeles County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","27"
"2018 February","California","Los Angeles County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","14"
"2018 February","California","Los Angeles County, CA","Depository Institution","Suspicious Exchange of Currencies","Credit Card","U.S. Currency","2"
"2018 February","California","Los Angeles County, CA","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","Credit Card","U.S. Currency","3"
"2018 February","California","Los Angeles County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","22"
"2018 February","California","Los Angeles County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","44"
"2018 February","California","Los Angeles County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","6"
"2018 February","California","Los Angeles County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","8"
"2018 February","California","Los Angeles County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","17"
"2018 February","California","Los Angeles County, CA","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","22"
"2018 February","California","Los Angeles County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","27"
"2018 February","California","Los Angeles County, CA","Depository Institution","Unauthorized Electronic Intrusion","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","415"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","13"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Counterfeit Instrument","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","3"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","9"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","2"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Other Other Suspicious Activities","Credit Card","U.S. Currency","3"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Other Structuring","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","39"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","80"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","25"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","16"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","145"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","4"
"2018 February","California","Los Angeles County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","349"
"2018 February","California","Los Angeles County, CA","[Total]","[Total]","Credit Card","U.S. Currency","764"
"2018 February","California","Madera County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2018 February","California","Madera County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2018 February","California","Madera County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","1"
"2018 February","California","Madera County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2018 February","California","Madera County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2018 February","California","Madera County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","5"
"2018 February","California","Madera County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2018 February","California","Madera County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2018 February","California","Madera County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2018 February","California","Madera County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2018 February","California","Madera County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","8"
"2018 February","California","Madera County, CA","[Total]","[Total]","Credit Card","U.S. Currency","13"
"2018 February","California","Marin County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2018 February","California","Marin County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","1"
"2018 February","California","Marin County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2018 February","California","Marin County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 February","California","Marin County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","4"
"2018 February","California","Marin County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2018 February","California","Marin County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","3"
"2018 February","California","Marin County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","5"
"2018 February","California","Marin County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","3"
"2018 February","California","Marin County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","9"
"2018 February","California","Marin County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","21"
"2018 February","California","Marin County, CA","[Total]","[Total]","Credit Card","U.S. Currency","25"
"2018 February","California","Mendocino County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2018 February","California","Mendocino County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2018 February","California","Mendocino County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","2"
"2018 February","California","Mendocino County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2018 February","California","Mendocino County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2018 February","California","Mendocino County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2018 February","California","Mendocino County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2018 February","California","Mendocino County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","6"
"2018 February","California","Mendocino County, CA","[Total]","[Total]","Credit Card","U.S. Currency","8"
"2018 February","California","Merced County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2018 February","California","Merced County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2018 February","California","Merced County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2018 February","California","Merced County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","7"
"2018 February","California","Merced County, CA","[Total]","[Total]","Credit Card","U.S. Currency","7"
"2018 February","California","Monterey County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2018 February","California","Monterey County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2018 February","California","Monterey County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","2"
"2018 February","California","Monterey County, CA","Money Services Business (MSB)","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2018 February","California","Monterey County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 February","California","Monterey County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2018 February","California","Monterey County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2018 February","California","Monterey County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2018 February","California","Monterey County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","8"
"2018 February","California","Monterey County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","15"
"2018 February","California","Monterey County, CA","[Total]","[Total]","Credit Card","U.S. Currency","17"
"2018 February","California","Napa County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2018 February","California","Napa County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2018 February","California","Napa County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","4"
"2018 February","California","Napa County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","6"
"2018 February","California","Napa County, CA","[Total]","[Total]","Credit Card","U.S. Currency","6"
"2018 February","California","Nevada County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2018 February","California","Nevada County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2018 February","California","Nevada County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","3"
"2018 February","California","Nevada County, CA","[Total]","[Total]","Credit Card","U.S. Currency","3"
"2018 February","California","Orange County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","2"
"2018 February","California","Orange County, CA","Depository Institution","Check","Credit Card","U.S. Currency","4"
"2018 February","California","Orange County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","9"
"2018 February","California","Orange County, CA","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","5"
"2018 February","California","Orange County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","4"
"2018 February","California","Orange County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Depository Institution","Suspicion Concerning the Physical Condition of Funds","Credit Card","U.S. Currency","2"
"2018 February","California","Orange County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","10"
"2018 February","California","Orange County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","4"
"2018 February","California","Orange County, CA","Depository Institution","Suspicious Exchange of Currencies","Credit Card","U.S. Currency","2"
"2018 February","California","Orange County, CA","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","8"
"2018 February","California","Orange County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","9"
"2018 February","California","Orange County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","3"
"2018 February","California","Orange County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","5"
"2018 February","California","Orange County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","6"
"2018 February","California","Orange County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","9"
"2018 February","California","Orange County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","88"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","4"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Counterfeit Instrument","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","Credit Card","U.S. Currency","3"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","2"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","4"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Other Other Suspicious Activities","Credit Card","U.S. Currency","2"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Other Structuring","Credit Card","U.S. Currency","3"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","15"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Single Individual with Multiple Identities","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","3"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","25"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","10"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","7"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","57"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2018 February","California","Orange County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","141"
"2018 February","California","Orange County, CA","[Total]","[Total]","Credit Card","U.S. Currency","229"
"2018 February","California","Placer County, CA","Casino/Card Club - Tribal Authorized Casino","Minimal Gaming with Large Transactions","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Casino/Card Club - Tribal Authorized Casino","[Total]","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","2"
"2018 February","California","Placer County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","10"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","Elder Financial Exploitation","Credit Card","U.S. Currency","2"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","6"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","3"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","4"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","4"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","9"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","4"
"2018 February","California","Placer County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","33"
"2018 February","California","Placer County, CA","[Total]","[Total]","Credit Card","U.S. Currency","44"
"2018 February","California","Riverside County, CA","Casino/Card Club - Tribal Authorized Casino","Minimal Gaming with Large Transactions","Credit Card","U.S. Currency","4"
"2018 February","California","Riverside County, CA","Casino/Card Club - Tribal Authorized Casino","[Total]","Credit Card","U.S. Currency","4"
"2018 February","California","Riverside County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","2"
"2018 February","California","Riverside County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","2"
"2018 February","California","Riverside County, CA","Depository Institution","Check","Credit Card","U.S. Currency","3"
"2018 February","California","Riverside County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","11"
"2018 February","California","Riverside County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","2"
"2018 February","California","Riverside County, CA","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","4"
"2018 February","California","Riverside County, CA","Depository Institution","Mail","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Depository Institution","Misuse of Position or Self-Dealing","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","3"
"2018 February","California","Riverside County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","2"
"2018 February","California","Riverside County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","5"
"2018 February","California","Riverside County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2018 February","California","Riverside County, CA","Depository Institution","Suspicion Concerning the Physical Condition of Funds","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","5"
"2018 February","California","Riverside County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","2"
"2018 February","California","Riverside County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","3"
